S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
6011,04/05/2020,Mizoram,1,1,0,0
6012,05/05/2020,Mizoram,1,1,0,0
6013,06/05/2020,Mizoram,1,1,0,0
6014,07/05/2020,Mizoram,1,1,0,0
6015,08/05/2020,Mizoram,1,1,0,0
6016,09/05/2020,Mizoram,1,1,0,0
6017,10/05/2020,Mizoram,1,0,1,0
6018,11/05/2020,Mizoram,1,0,1,0
6019,12/05/2020,Mizoram,1,0,1,0
6020,13/05/2020,Mizoram,1,0,1,0
6021,14/05/2020,Mizoram,1,0,1,0
6022,15/05/2020,Mizoram,1,0,1,0
6023,16/05/2020,Mizoram,1,0,1,0
6024,17/05/2020,Mizoram,1,0,1,0
6025,18/05/2020,Mizoram,1,0,1,0
6026,19/05/2020,Mizoram,1,0,1,0
6027,20/05/2020,Mizoram,1,0,1,0
6028,21/05/2020,Mizoram,1,0,1,0
6029,22/05/2020,Mizoram,1,0,1,0
6030,23/05/2020,Mizoram,1,0,1,0
6031,24/05/2020,Mizoram,1,0,1,0
6032,25/05/2020,Mizoram,1,0,1,0
6033,26/05/2020,Mizoram,1,0,1,0
6034,27/05/2020,Mizoram,1,0,1,0
6035,28/05/2020,Mizoram,1,0,1,0
6036,29/05/2020,Mizoram,1,0,1,0
6037,30/05/2020,Mizoram,1,0,1,0
6038,31/05/2020,Mizoram,1,0,1,0
6039,01/06/2020,Mizoram,1,0,1,0
6040,02/06/2020,Mizoram,1,0,1,0
6041,03/06/2020,Mizoram,13,12,1,0
6042,04/06/2020,Mizoram,14,13,1,0
6043,05/06/2020,Mizoram,17,16,1,0
6044,06/06/2020,Mizoram,22,21,1,0
6045,07/06/2020,Mizoram,24,23,1,0
6046,08/06/2020,Mizoram,34,33,1,0
6047,09/06/2020,Mizoram,42,41,1,0
6048,10/06/2020,Mizoram,88,87,1,0
6049,11/06/2020,Mizoram,93,92,1,0
6050,12/06/2020,Mizoram,102,101,1,0
6051,13/06/2020,Mizoram,104,103,1,0
6052,14/06/2020,Mizoram,107,106,1,0
6053,15/06/2020,Mizoram,112,111,1,0
6054,16/06/2020,Mizoram,117,116,1,0
6055,17/06/2020,Mizoram,121,120,1,0
6056,18/06/2020,Mizoram,121,120,1,0
6057,19/06/2020,Mizoram,130,129,1,0
6058,20/06/2020,Mizoram,130,129,1,0
6059,21/06/2020,Mizoram,140,131,9,0
6060,22/06/2020,Mizoram,141,132,9,0
6061,23/06/2020,Mizoram,141,132,9,0
6062,24/06/2020,Mizoram,142,133,9,0
6063,25/06/2020,Mizoram,142,123,19,0
6064,26/06/2020,Mizoram,145,115,30,0
6065,27/06/2020,Mizoram,145,115,30,0
6066,28/06/2020,Mizoram,148,93,55,0
6067,29/06/2020,Mizoram,148,93,55,0
6068,30/06/2020,Mizoram,148,93,55,0
6069,01/07/2020,Mizoram,160,38,122,0
6070,02/07/2020,Mizoram,160,37,123,0
6071,03/07/2020,Mizoram,162,36,126,0
6072,04/07/2020,Mizoram,162,36,126,0
6073,05/07/2020,Mizoram,164,34,130,0
6074,06/07/2020,Mizoram,186,56,130,0
6075,07/07/2020,Mizoram,197,64,133,0
6076,08/07/2020,Mizoram,197,64,133,0
6077,09/07/2020,Mizoram,197,64,133,0
6078,10/07/2020,Mizoram,197,64,133,0
6079,11/07/2020,Mizoram,226,83,143,0
6080,12/07/2020,Mizoram,227,77,150,0
6081,13/07/2020,Mizoram,231,81,150,0
6082,14/07/2020,Mizoram,233,82,151,0
6083,15/07/2020,Mizoram,238,79,159,0
6084,16/07/2020,Mizoram,238,79,159,0
6085,17/07/2020,Mizoram,272,112,160,0
6086,18/07/2020,Mizoram,282,122,160,0
6087,19/07/2020,Mizoram,284,117,167,0
6088,20/07/2020,Mizoram,284,117,167,0
6089,21/07/2020,Mizoram,297,129,168,0
6090,22/07/2020,Mizoram,317,149,168,0
6091,23/07/2020,Mizoram,317,138,179,0
6092,24/07/2020,Mizoram,332,149,183,0
6093,25/07/2020,Mizoram,361,178,183,0
6094,26/07/2020,Mizoram,361,178,183,0
6095,27/07/2020,Mizoram,361,168,193,0
6096,28/07/2020,Mizoram,384,191,193,0
6097,29/07/2020,Mizoram,384,186,198,0
6098,30/07/2020,Mizoram,398,183,215,0
6099,31/07/2020,Mizoram,408,174,234,0
6100,01/08/2020,Mizoram,412,165,247,0
6101,02/08/2020,Mizoram,468,215,253,0
6102,03/08/2020,Mizoram,482,224,258,0
6103,04/08/2020,Mizoram,501,235,266,0
6104,05/08/2020,Mizoram,504,222,282,0
6105,06/08/2020,Mizoram,537,251,286,0
6106,07/08/2020,Mizoram,539,251,288,0
6107,08/08/2020,Mizoram,566,277,289,0
6108,09/08/2020,Mizoram,593,297,296,0
6109,10/08/2020,Mizoram,620,322,298,0
6110,11/08/2020,Mizoram,623,300,323,0
6111,12/08/2020,Mizoram,648,325,323,0
6112,13/08/2020,Mizoram,649,319,330,0
6113,14/08/2020,Mizoram,649,306,343,0
6114,15/08/2020,Mizoram,657,309,348,0
6115,16/08/2020,Mizoram,777,421,356,0
6116,17/08/2020,Mizoram,789,418,371,0
6117,18/08/2020,Mizoram,789,417,372,0
6118,19/08/2020,Mizoram,860,481,379,0
6119,20/08/2020,Mizoram,873,489,384,0
6120,21/08/2020,Mizoram,895,493,402,0
6121,22/08/2020,Mizoram,903,483,420,0
6122,23/08/2020,Mizoram,917,494,423,0
6123,24/08/2020,Mizoram,918,459,459,0
6124,25/08/2020,Mizoram,953,492,461,0
6125,26/08/2020,Mizoram,967,503,464,0
6126,27/08/2020,Mizoram,967,494,473,0
6127,28/08/2020,Mizoram,974,474,500,0
6128,29/08/2020,Mizoram,1003,494,509,0
6129,30/08/2020,Mizoram,1008,424,584,0
6130,31/08/2020,Mizoram,1011,422,589,0
6131,01/09/2020,Mizoram,1011,420,591,0
6132,02/09/2020,Mizoram,1020,408,612,0
6133,03/09/2020,Mizoram,1020,359,661,0
6134,04/09/2020,Mizoram,1040,369,671,0
6135,05/09/2020,Mizoram,1046,363,683,0
6136,06/09/2020,Mizoram,1062,344,718,0
6137,07/09/2020,Mizoram,1114,380,734,0
6138,08/09/2020,Mizoram,1114,379,735,0
6139,09/09/2020,Mizoram,1123,378,745,0
6140,10/09/2020,Mizoram,1192,442,750,0
6141,11/09/2020,Mizoram,1333,583,750,0
6142,12/09/2020,Mizoram,1379,589,790,0
6143,13/09/2020,Mizoram,1414,591,823,0
6144,14/09/2020,Mizoram,1428,598,830,0
6145,15/09/2020,Mizoram,1468,549,919,0
6146,16/09/2020,Mizoram,1480,558,922,0
6147,17/09/2020,Mizoram,1506,567,939,0
6148,18/09/2020,Mizoram,1534,585,949,0
6149,19/09/2020,Mizoram,1548,575,973,0
6150,20/09/2020,Mizoram,1578,588,990,0
6151,21/09/2020,Mizoram,1585,583,1002,0
6152,22/09/2020,Mizoram,1692,680,1012,0
6153,23/09/2020,Mizoram,1713,690,1023,0
6154,24/09/2020,Mizoram,1713,618,1095,0
6155,25/09/2020,Mizoram,1786,681,1105,0
6156,26/09/2020,Mizoram,1835,546,1289,0
6157,27/09/2020,Mizoram,1865,549,1316,0
6158,28/09/2020,Mizoram,1908,535,1373,0
6159,29/09/2020,Mizoram,1958,499,1459,0
6160,30/09/2020,Mizoram,1986,410,1576,0
6161,01/10/2020,Mizoram,2017,420,1597,0
6162,02/10/2020,Mizoram,2049,328,1721,0
6163,03/10/2020,Mizoram,2103,344,1759,0
6164,04/10/2020,Mizoram,2120,348,1772,0
6165,05/10/2020,Mizoram,2120,313,1807,0
6166,06/10/2020,Mizoram,2128,291,1837,0
6167,07/10/2020,Mizoram,2148,261,1887,0
6168,08/10/2020,Mizoram,2150,231,1919,0
6169,09/10/2020,Mizoram,2157,220,1937,0
6170,10/10/2020,Mizoram,2162,188,1974,0
6171,11/10/2020,Mizoram,2175,191,1984,0
6172,12/10/2020,Mizoram,2184,174,2010,0
6173,13/10/2020,Mizoram,2202,156,2046,0
6174,14/10/2020,Mizoram,2212,119,2093,0
6175,15/10/2020,Mizoram,2220,112,2108,0
6176,16/10/2020,Mizoram,2229,108,2121,0
6177,17/10/2020,Mizoram,2245,112,2133,0
6178,18/10/2020,Mizoram,2253,108,2145,0
6179,19/10/2020,Mizoram,2253,105,2148,0
6180,20/10/2020,Mizoram,2280,129,2151,0
6181,21/10/2020,Mizoram,2310,145,2165,0
6182,22/10/2020,Mizoram,2341,167,2174,0
6183,23/10/2020,Mizoram,2359,184,2175,0
6184,24/10/2020,Mizoram,2387,198,2189,0
6185,25/10/2020,Mizoram,2447,249,2198,0
6186,26/10/2020,Mizoram,2493,290,2203,0
6187,27/10/2020,Mizoram,2527,315,2212,0
6188,28/10/2020,Mizoram,2607,374,2233,0
6189,29/10/2020,Mizoram,2656,417,2238,1
6190,30/10/2020,Mizoram,2694,435,2258,1
6191,31/10/2020,Mizoram,2722,437,2284,1
6192,01/11/2020,Mizoram,2753,461,2291,1
6193,02/11/2020,Mizoram,2757,433,2323,1
6194,03/11/2020,Mizoram,2792,444,2347,1
6195,04/11/2020,Mizoram,2893,516,2376,1
6196,05/11/2020,Mizoram,2958,521,2435,2
6197,06/11/2020,Mizoram,2990,515,2473,2
6198,07/11/2020,Mizoram,3032,545,2485,2
6199,08/11/2020,Mizoram,3090,562,2526,2
6200,09/11/2020,Mizoram,3096,476,2618,2
6201,10/11/2020,Mizoram,3156,498,2656,2
6202,11/11/2020,Mizoram,3217,529,2686,2
6203,12/11/2020,Mizoram,3242,552,2688,2
6204,13/11/2020,Mizoram,3309,568,2739,2
6205,14/11/2020,Mizoram,3368,573,2792,3
6206,15/11/2020,Mizoram,3393,569,2820,4
6207,16/11/2020,Mizoram,3396,516,2876,4
6208,17/11/2020,Mizoram,3444,524,2915,5
6209,18/11/2020,Mizoram,3481,504,2972,5
6210,19/11/2020,Mizoram,3513,487,3021,5
6211,20/11/2020,Mizoram,3541,511,3025,5
6212,21/11/2020,Mizoram,3607,491,3111,5
6213,22/11/2020,Mizoram,3647,485,3157,5
6214,23/11/2020,Mizoram,3660,463,3192,5
6215,24/11/2020,Mizoram,3710,502,3203,5
6216,25/11/2020,Mizoram,3745,442,3298,5
6217,26/11/2020,Mizoram,3765,441,3319,5
6218,27/11/2020,Mizoram,3788,431,3352,5
6219,28/11/2020,Mizoram,3806,434,3367,5
6220,29/11/2020,Mizoram,3822,392,3425,5
6221,30/11/2020,Mizoram,3826,381,3440,5
6222,01/12/2020,Mizoram,3847,343,3499,5
6223,14/04/2020,Nagaland,1,1,0,0
6224,15/04/2020,Nagaland,0,0,0,0
6225,16/04/2020,Nagaland,0,0,0,0
6226,17/04/2020,Nagaland,0,0,0,0
6227,18/04/2020,Nagaland,0,0,0,0
6228,19/04/2020,Nagaland,0,0,0,0
6229,20/04/2020,Nagaland,0,0,0,0
6230,21/04/2020,Nagaland,0,0,0,0
6231,26/05/2020,Nagaland,3,3,0,0
6232,27/05/2020,Nagaland,4,4,0,0
6233,28/05/2020,Nagaland,4,4,0,0
6234,29/05/2020,Nagaland,18,18,0,0
6235,30/05/2020,Nagaland,25,25,0,0
6236,31/05/2020,Nagaland,36,36,0,0
6237,01/06/2020,Nagaland,43,43,0,0
6238,02/06/2020,Nagaland,43,43,0,0
6239,03/06/2020,Nagaland,49,49,0,0
6240,04/06/2020,Nagaland,58,58,0,0
6241,05/06/2020,Nagaland,80,80,0,0
6242,06/06/2020,Nagaland,94,94,0,0
6243,07/06/2020,Nagaland,107,107,0,0
6244,08/06/2020,Nagaland,118,110,8,0
6245,09/06/2020,Nagaland,123,115,8,0
6246,10/06/2020,Nagaland,127,117,10,0
6247,11/06/2020,Nagaland,128,106,22,0
6248,12/06/2020,Nagaland,128,106,22,0
6249,13/06/2020,Nagaland,156,107,49,0
6250,14/06/2020,Nagaland,163,87,76,0
6251,15/06/2020,Nagaland,168,80,88,0
6252,16/06/2020,Nagaland,177,85,92,0
6253,17/06/2020,Nagaland,179,87,92,0
6254,18/06/2020,Nagaland,193,90,103,0
6255,19/06/2020,Nagaland,193,90,103,0
6256,20/06/2020,Nagaland,198,73,125,0
6257,21/06/2020,Nagaland,201,63,138,0
6258,22/06/2020,Nagaland,211,70,141,0
6259,23/06/2020,Nagaland,280,139,141,0
6260,24/06/2020,Nagaland,330,189,141,0
6261,25/06/2020,Nagaland,347,199,148,0
6262,26/06/2020,Nagaland,355,195,160,0
6263,27/06/2020,Nagaland,371,209,162,0
6264,28/06/2020,Nagaland,387,223,164,0
6265,29/06/2020,Nagaland,415,251,164,0
6266,30/06/2020,Nagaland,434,266,168,0
6267,01/07/2020,Nagaland,459,291,168,0
6268,02/07/2020,Nagaland,459,291,168,0
6269,03/07/2020,Nagaland,501,319,182,0
6270,04/07/2020,Nagaland,539,311,228,0
6271,05/07/2020,Nagaland,563,335,228,0
6272,06/07/2020,Nagaland,590,359,231,0
6273,07/07/2020,Nagaland,625,382,243,0
6274,08/07/2020,Nagaland,625,382,243,0
6275,09/07/2020,Nagaland,657,353,304,0
6276,10/07/2020,Nagaland,673,369,304,0
6277,11/07/2020,Nagaland,732,428,304,0
6278,12/07/2020,Nagaland,748,435,313,0
6279,13/07/2020,Nagaland,774,447,327,0
6280,14/07/2020,Nagaland,845,505,340,0
6281,15/07/2020,Nagaland,896,550,346,0
6282,16/07/2020,Nagaland,902,554,348,0
6283,17/07/2020,Nagaland,916,525,391,0
6284,18/07/2020,Nagaland,956,551,405,0
6285,19/07/2020,Nagaland,978,546,432,0
6286,20/07/2020,Nagaland,988,543,445,0
6287,21/07/2020,Nagaland,1021,537,484,0
6288,22/07/2020,Nagaland,1030,545,485,0
6289,23/07/2020,Nagaland,1084,598,486,0
6290,24/07/2020,Nagaland,1174,644,530,0
6291,25/07/2020,Nagaland,1239,701,537,1
6292,26/07/2020,Nagaland,1289,744,541,4
6293,27/07/2020,Nagaland,1339,786,549,4
6294,28/07/2020,Nagaland,1385,811,569,5
6295,29/07/2020,Nagaland,1460,878,577,5
6296,30/07/2020,Nagaland,1513,913,595,5
6297,31/07/2020,Nagaland,1566,936,625,5
6298,01/08/2020,Nagaland,1693,1053,635,5
6299,02/08/2020,Nagaland,1831,1186,640,5
6300,03/08/2020,Nagaland,1935,1282,648,5
6301,04/08/2020,Nagaland,2129,1467,657,5
6302,05/08/2020,Nagaland,2405,1741,659,5
6303,06/08/2020,Nagaland,2498,1807,685,6
6304,07/08/2020,Nagaland,2580,1755,819,6
6305,08/08/2020,Nagaland,2657,1826,824,7
6306,09/08/2020,Nagaland,2688,1785,896,7
6307,10/08/2020,Nagaland,2781,1869,904,8
6308,11/08/2020,Nagaland,3011,2030,973,8
6309,12/08/2020,Nagaland,3031,2032,991,8
6310,13/08/2020,Nagaland,3118,1997,1113,8
6311,14/08/2020,Nagaland,3168,2021,1139,8
6312,15/08/2020,Nagaland,3322,2116,1198,8
6313,16/08/2020,Nagaland,3340,2011,1321,8
6314,17/08/2020,Nagaland,3394,1964,1422,8
6315,18/08/2020,Nagaland,3455,1917,1530,8
6316,19/08/2020,Nagaland,3520,1848,1664,8
6317,20/08/2020,Nagaland,3558,1844,1706,8
6318,21/08/2020,Nagaland,3583,1654,1921,8
6319,22/08/2020,Nagaland,3619,1537,2074,8
6320,23/08/2020,Nagaland,3635,1460,2166,9
6321,24/08/2020,Nagaland,3686,1383,2294,9
6322,25/08/2020,Nagaland,3714,1309,2396,9
6323,26/08/2020,Nagaland,3752,1132,2611,9
6324,27/08/2020,Nagaland,3778,1158,2611,9
6325,28/08/2020,Nagaland,3784,1040,2735,9
6326,29/08/2020,Nagaland,3805,946,2850,9
6327,30/08/2020,Nagaland,3851,925,2917,9
6328,31/08/2020,Nagaland,3922,887,3026,9
6329,01/09/2020,Nagaland,3950,874,3067,9
6330,02/09/2020,Nagaland,4003,793,3201,9
6331,03/09/2020,Nagaland,4017,785,3223,9
6332,04/09/2020,Nagaland,4066,733,3324,9
6333,05/09/2020,Nagaland,4107,736,3361,10
6334,06/09/2020,Nagaland,4128,726,3392,10
6335,07/09/2020,Nagaland,4178,657,3511,10
6336,08/09/2020,Nagaland,4220,525,3685,10
6337,09/09/2020,Nagaland,4245,496,3739,10
6338,10/09/2020,Nagaland,4375,578,3787,10
6339,11/09/2020,Nagaland,4636,834,3792,10
6340,12/09/2020,Nagaland,4946,1134,3802,10
6341,13/09/2020,Nagaland,5064,1215,3839,10
6342,14/09/2020,Nagaland,5083,1172,3901,10
6343,15/09/2020,Nagaland,5214,1289,3915,10
6344,16/09/2020,Nagaland,5229,1269,3945,15
6345,17/09/2020,Nagaland,5263,1261,3987,15
6346,18/09/2020,Nagaland,5306,1193,4098,15
6347,19/09/2020,Nagaland,5357,1213,4129,15
6348,20/09/2020,Nagaland,5392,1206,4171,15
6349,21/09/2020,Nagaland,5451,1184,4252,15
6350,22/09/2020,Nagaland,5544,1052,4477,15
6351,23/09/2020,Nagaland,5604,1072,4517,15
6352,24/09/2020,Nagaland,5671,1119,4536,16
6353,25/09/2020,Nagaland,5730,1088,4626,16
6354,26/09/2020,Nagaland,5768,1083,4669,16
6355,27/09/2020,Nagaland,5862,1027,4819,16
6356,28/09/2020,Nagaland,5946,1042,4888,16
6357,29/09/2020,Nagaland,5957,1002,4938,17
6358,30/09/2020,Nagaland,6040,1037,4986,17
6359,01/10/2020,Nagaland,6163,1080,5066,17
6360,02/10/2020,Nagaland,6244,1083,5144,17
6361,03/10/2020,Nagaland,6318,1090,5211,17
6362,04/10/2020,Nagaland,6429,1155,5257,17
6363,05/10/2020,Nagaland,6552,1226,5309,17
6364,06/10/2020,Nagaland,6594,1155,5422,17
6365,07/10/2020,Nagaland,6662,1185,5460,17
6366,08/10/2020,Nagaland,6715,1200,5498,17
6367,09/10/2020,Nagaland,6736,1155,5564,17
6368,10/10/2020,Nagaland,6888,1215,5656,17
6369,11/10/2020,Nagaland,6949,1238,5694,17
6370,12/10/2020,Nagaland,7019,1259,5743,17
6371,13/10/2020,Nagaland,7240,1409,5813,18
6372,14/10/2020,Nagaland,7363,1513,5831,19
6373,15/10/2020,Nagaland,7416,1478,5916,22
6374,16/10/2020,Nagaland,7492,1453,6017,22
6375,17/10/2020,Nagaland,7604,1471,6111,22
6376,18/10/2020,Nagaland,7698,1530,6141,27
6377,19/10/2020,Nagaland,7816,1583,6206,27
6378,20/10/2020,Nagaland,7953,1653,6273,27
6379,21/10/2020,Nagaland,8020,1658,6334,28
6380,22/10/2020,Nagaland,8139,1683,6428,28
6381,23/10/2020,Nagaland,8296,1799,6469,28
6382,24/10/2020,Nagaland,8436,1838,6570,28
6383,25/10/2020,Nagaland,8515,1817,6668,30
6384,26/10/2020,Nagaland,8626,1871,6724,31
6385,27/10/2020,Nagaland,8663,1838,6792,33
6386,28/10/2020,Nagaland,8726,1865,6828,33
6387,29/10/2020,Nagaland,8824,1845,6945,34
6388,30/10/2020,Nagaland,8894,1763,7096,35
6389,31/10/2020,Nagaland,8945,1598,7308,39
6390,01/11/2020,Nagaland,9047,1554,7454,39
6391,02/11/2020,Nagaland,9075,1501,7535,39
6392,03/11/2020,Nagaland,9096,1365,7689,42
6393,04/11/2020,Nagaland,9151,1240,7869,42
6394,05/11/2020,Nagaland,9207,1146,8017,44
6395,06/11/2020,Nagaland,9264,1058,8161,45
6396,07/11/2020,Nagaland,9327,1000,8282,45
6397,08/11/2020,Nagaland,9455,1074,8336,45
6398,09/11/2020,Nagaland,9474,988,8440,46
6399,10/11/2020,Nagaland,9503,944,8513,46
6400,11/11/2020,Nagaland,9536,889,8597,50
6401,12/11/2020,Nagaland,9578,841,8687,50
6402,13/11/2020,Nagaland,9615,789,8776,50
6403,14/11/2020,Nagaland,9638,727,8859,52
6404,15/11/2020,Nagaland,9750,807,8891,52
6405,16/11/2020,Nagaland,9885,920,8913,52
6406,17/11/2020,Nagaland,10025,1013,8959,53
6407,18/11/2020,Nagaland,10188,1138,8997,53
6408,19/11/2020,Nagaland,10366,1255,9057,54
6409,20/11/2020,Nagaland,10460,1296,9110,54
6410,21/11/2020,Nagaland,10608,1344,9208,56
6411,22/11/2020,Nagaland,10674,1375,9242,57
6412,23/11/2020,Nagaland,10777,1410,9308,59
6413,24/11/2020,Nagaland,10852,1444,9347,61
6414,25/11/2020,Nagaland,10931,1473,9397,61
6415,26/11/2020,Nagaland,10991,1467,9463,61
6416,27/11/2020,Nagaland,11060,1402,9595,63
6417,28/11/2020,Nagaland,11091,1222,9805,64
6418,29/11/2020,Nagaland,11115,1221,9830,64
6419,30/11/2020,Nagaland,11159,1090,10005,64
6420,01/12/2020,Nagaland,11186,928,10194,64
6421,16/03/2020,Odisha,1,1,0,0
6422,17/03/2020,Odisha,1,1,0,0
6423,18/03/2020,Odisha,1,1,0,0
6424,19/03/2020,Odisha,1,1,0,0
6425,20/03/2020,Odisha,1,1,0,0
6426,21/03/2020,Odisha,2,2,0,0
6427,22/03/2020,Odisha,2,2,0,0
6428,23/03/2020,Odisha,2,2,0,0
6429,24/03/2020,Odisha,2,2,0,0
6430,25/03/2020,Odisha,2,2,0,0
6431,26/03/2020,Odisha,2,2,0,0
6432,27/03/2020,Odisha,2,2,0,0
6433,28/03/2020,Odisha,3,3,0,0
6434,29/03/2020,Odisha,3,3,0,0
6435,30/03/2020,Odisha,3,3,0,0
6436,31/03/2020,Odisha,3,3,0,0
6437,01/04/2020,Odisha,4,4,0,0
6438,02/04/2020,Odisha,4,4,0,0
6439,03/04/2020,Odisha,5,5,0,0
6440,04/04/2020,Odisha,5,5,0,0
6441,05/04/2020,Odisha,20,20,0,0
6442,06/04/2020,Odisha,21,19,2,0
6443,07/04/2020,Odisha,21,19,2,0
6444,08/04/2020,Odisha,42,39,2,1
6445,09/04/2020,Odisha,42,39,2,1
6446,10/04/2020,Odisha,44,41,2,1
6447,11/04/2020,Odisha,48,45,2,1
6448,12/04/2020,Odisha,50,47,2,1
6449,13/04/2020,Odisha,54,41,12,1
6450,14/04/2020,Odisha,54,41,12,1
6451,15/04/2020,Odisha,60,41,18,1
6452,16/04/2020,Odisha,60,41,18,1
6453,17/04/2020,Odisha,60,40,19,1
6454,18/04/2020,Odisha,60,40,19,1
6455,19/04/2020,Odisha,61,36,24,1
6456,20/04/2020,Odisha,68,43,24,1
6457,21/04/2020,Odisha,74,49,24,1
6458,22/04/2020,Odisha,79,54,24,1
6459,23/04/2020,Odisha,83,50,32,1
6460,24/04/2020,Odisha,90,56,33,1
6461,25/04/2020,Odisha,94,60,33,1
6462,26/04/2020,Odisha,94,60,33,1
6463,27/04/2020,Odisha,103,67,35,1
6464,28/04/2020,Odisha,118,80,37,1
6465,29/04/2020,Odisha,118,79,38,1
6466,30/04/2020,Odisha,125,85,39,1
6467,01/05/2020,Odisha,142,102,39,1
6468,02/05/2020,Odisha,149,93,55,1
6469,03/05/2020,Odisha,157,100,56,1
6470,04/05/2020,Odisha,162,105,56,1
6471,05/05/2020,Odisha,169,108,60,1
6472,06/05/2020,Odisha,175,114,60,1
6473,07/05/2020,Odisha,185,122,61,2
6474,08/05/2020,Odisha,219,155,62,2
6475,09/05/2020,Odisha,271,206,63,2
6476,10/05/2020,Odisha,294,229,63,2
6477,11/05/2020,Odisha,377,306,68,3
6478,12/05/2020,Odisha,414,326,85,3
6479,13/05/2020,Odisha,437,318,116,3
6480,14/05/2020,Odisha,538,392,143,3
6481,15/05/2020,Odisha,611,450,158,3
6482,16/05/2020,Odisha,672,503,166,3
6483,17/05/2020,Odisha,737,538,196,3
6484,18/05/2020,Odisha,828,604,220,4
6485,19/05/2020,Odisha,876,652,220,4
6486,20/05/2020,Odisha,978,696,277,5
6487,21/05/2020,Odisha,1052,739,307,6
6488,22/05/2020,Odisha,1103,703,393,7
6489,23/05/2020,Odisha,1189,746,436,7
6490,24/05/2020,Odisha,1269,765,497,7
6491,25/05/2020,Odisha,1336,779,550,7
6492,26/05/2020,Odisha,1438,782,649,7
6493,27/05/2020,Odisha,1517,777,733,7
6494,28/05/2020,Odisha,1593,853,733,7
6495,29/05/2020,Odisha,1660,766,887,7
6496,30/05/2020,Odisha,1723,829,887,7
6497,31/05/2020,Odisha,1819,762,1050,7
6498,01/06/2020,Odisha,1948,815,1126,7
6499,02/06/2020,Odisha,2104,852,1245,7
6500,03/06/2020,Odisha,2245,913,1325,7
6501,04/06/2020,Odisha,2388,965,1416,7
6502,05/06/2020,Odisha,2478,1055,1416,7
6503,06/06/2020,Odisha,2608,996,1604,8
6504,07/06/2020,Odisha,2781,1057,1716,8
6505,08/06/2020,Odisha,2856,953,1894,9
6506,09/06/2020,Odisha,2994,992,1993,9
6507,10/06/2020,Odisha,3140,998,2133,9
6508,11/06/2020,Odisha,3250,959,2282,9
6509,12/06/2020,Odisha,3386,1023,2354,9
6510,13/06/2020,Odisha,3498,1014,2474,10
6511,14/06/2020,Odisha,3723,1119,2594,10
6512,15/06/2020,Odisha,3909,1190,2708,11
6513,16/06/2020,Odisha,4055,1190,2854,11
6514,17/06/2020,Odisha,4163,1178,2974,11
6515,18/06/2020,Odisha,4338,1280,3047,11
6516,19/06/2020,Odisha,4512,1357,3144,11
6517,20/06/2020,Odisha,4677,1369,3297,11
6518,21/06/2020,Odisha,4856,1310,3534,12
6519,22/06/2020,Odisha,5160,1426,3720,14
6520,23/06/2020,Odisha,5303,1425,3863,15
6521,24/06/2020,Odisha,5470,1465,3988,17
6522,25/06/2020,Odisha,5752,1612,4123,17
6523,26/06/2020,Odisha,5962,1654,4291,17
6524,27/06/2020,Odisha,6180,1741,4422,17
6525,28/06/2020,Odisha,6350,1726,4606,18
6526,29/06/2020,Odisha,6614,1850,4743,21
6527,30/06/2020,Odisha,6859,1890,4946,23
6528,01/07/2020,Odisha,7065,1851,5189,25
6529,02/07/2020,Odisha,7316,1938,5353,25
6530,03/07/2020,Odisha,7545,2016,5502,27
6531,04/07/2020,Odisha,8106,2372,5705,29
6532,05/07/2020,Odisha,8601,2633,5934,34
6533,06/07/2020,Odisha,9070,2810,6224,36
6534,07/07/2020,Odisha,9526,3002,6486,38
6535,08/07/2020,Odisha,10097,3352,6703,42
6536,09/07/2020,Odisha,10624,3570,7006,48
6537,10/07/2020,Odisha,11201,3742,7407,52
6538,11/07/2020,Odisha,11956,3928,7972,56
6539,12/07/2020,Odisha,12526,4105,8360,61
6540,13/07/2020,Odisha,13121,4307,8750,64
6541,14/07/2020,Odisha,13737,4412,9255,70
6542,15/07/2020,Odisha,14280,4342,9864,74
6543,16/07/2020,Odisha,14898,4345,10476,77
6544,17/07/2020,Odisha,15392,4436,10877,79
6545,18/07/2020,Odisha,16110,4697,11330,83
6546,19/07/2020,Odisha,16701,4678,11937,86
6547,20/07/2020,Odisha,17437,4893,12453,91
6548,21/07/2020,Odisha,18110,5103,12910,97
6549,22/07/2020,Odisha,18757,5344,13310,103
6550,23/07/2020,Odisha,19835,5977,13750,108
6551,24/07/2020,Odisha,21099,6592,14393,114
6552,25/07/2020,Odisha,22693,7372,15201,120
6553,26/07/2020,Odisha,24013,7954,15929,130
6554,27/07/2020,Odisha,25389,8456,16793,140
6555,28/07/2020,Odisha,26892,9371,17374,147
6556,29/07/2020,Odisha,28107,9892,18061,154
6557,30/07/2020,Odisha,29175,10077,18939,159
6558,31/07/2020,Odisha,30378,10463,19746,169
6559,01/08/2020,Odisha,31877,11182,20518,177
6560,02/08/2020,Odisha,33479,12018,21274,187
6561,03/08/2020,Odisha,34913,12761,21955,197
6562,04/08/2020,Odisha,36297,13016,23074,207
6563,05/08/2020,Odisha,37681,12982,24483,216
6564,06/08/2020,Odisha,39018,13055,25738,225
6565,07/08/2020,Odisha,40717,13594,26888,235
6566,08/08/2020,Odisha,42550,13605,28698,247
6567,09/08/2020,Odisha,44193,13692,30242,259
